"rt","responses","trial_type","trial_index","trial_index_global","time_elapsed","internal_chunk_id","subject_id","view_history","key_press","rt_stim1","answer","correct","stimulus_1","stimulus_2","key_press_stim1","environment"
"1859","","same-different","1","9","101028","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","5211","different","true","The square is not above the star.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"1547","","same-different","2","10","109310","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","4972","same","true","The circle is not below the plus.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"610","","same-different","3","11","114057","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","2391","same","true","The circle is above the plus.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"469","","same-different","4","12","120215","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","3891","same","true","The circle is above the plus.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"943","","same-different","5","13","125067","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","2111","different","true","The plus is above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"2766","","same-different","6","14","131611","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","1945","same","true","The square is below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"752","","same-different","7","15","138395","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","4265","same","true","The square is not above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"734","","same-different","8","16","148246","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","7320","same","true","The square is not above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"1327","","same-different","9","17","152673","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","1328","different","true","The plus is below the circle.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1243","","same-different","10","18","157124","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","1504","same","false","The circle is not below the plus.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1120","","same-different","11","19","162289","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","2297","different","true","The square is not below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"1681","","same-different","12","20","167357","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","67","1558","different","false","The square is not above the star.","<img src=""img/square.png""></img><br><br><br><img src=""img/star.png""></img>","32","real"
"908","","same-different","13","21","174269","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","4238","different","true","The plus is below the circle.","<img src=""img/plus.png""></img><br><br><br><img src=""img/circle.png""></img>","32","real"
"1173","","same-different","14","22","179815","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","2580","different","true","The plus is above the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","32","real"
"1142","","same-different","15","23","184683","0-0","eaf44b2a-e02a-407a-be17-cdf871cabcdb","","78","1933","different","true","The square is not below the circle.","<img src=""img/circle.png""></img><br><br><br><img src=""img/square.png""></img>","32","real"
"12381","{""What is your age? (numeric)"":""53"",""What is your gender? (\""Male\""/\""Female\"")"":""female""}","survey-text","0","0","12387","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","","","","","","","",""
"4363","","instructions","0","1","17752","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","[{""page_index"":0,""viewing_time"":4363}]","","","","","","","",""
"2465","","text","0","2","21307","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","68","","","","","","",""
"6549","","same-different","0","3","34021","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","4446","same","true","The square is above the plus.","<img src=""img/square.png""></img><br><br><br><img src=""img/plus.png""></img>","83","demo"
"2667","","same-different","1","4","46525","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","78","8135","different","true","The star is below the square.","<img src=""img/star.png""></img><br><br><br><img src=""img/square.png""></img>","88","demo"
"2692","","same-different","2","5","55444","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","4503","same","true","The square is not below the circle.","<img src=""img/square.png""></img><br><br><br><img src=""img/circle.png""></img>","78","demo"
"3684","","same-different","3","6","66053","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","5151","different","false","The plus is not above the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","78","demo"
"7183","","text","0","7","74356","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","71","","","","","","",""
"3702","","same-different","0","8","90831","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","10976","same","true","The square is not above the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","71","real"
"2444","","same-different","1","9","97144","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","2079","same","true","The circle is above the plus.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","71","real"
"3459","","same-different","2","10","107727","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","78","5342","different","true","The plus is not above the square.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","71","real"
"7373","","same-different","3","11","117016","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","87","different","false","The square is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","71","real"
"3243","","same-different","4","12","126159","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","78","4102","different","true","The plus is not above the square.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","66","real"
"2411","","same-different","5","13","138847","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","78","8503","different","true","The square is not below the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","66","real"
"2915","","same-different","6","14","146239","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","2687","same","true","The circle is below the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","66","real"
"2107","","same-different","7","15","152466","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","2339","same","true","The circle is below the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","70","real"
"4235","","same-different","8","16","161498","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","2975","same","true","The plus is not below the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","70","real"
"1691","","same-different","9","17","167442","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","78","2510","different","true","The circle is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","70","real"
"1819","","same-different","10","18","173922","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","2919","same","true","The circle is above the plus.","<img src=""img/circle.png""></img><br><br><br><img src=""img/plus.png""></img>","71","real"
"2387","","same-different","11","19","179681","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","78","1583","different","true","The star is below the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","71","real"
"1643","","same-different","12","20","184802","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","78","1718","different","true","The circle is above the star.","<img src=""img/star.png""></img><br><br><br><img src=""img/circle.png""></img>","71","real"
"3299","","same-different","13","21","198169","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","8295","same","true","The plus is not below the star.","<img src=""img/plus.png""></img><br><br><br><img src=""img/star.png""></img>","71","real"
"2675","","same-different","14","22","204914","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","67","2296","same","true","The square is not above the plus.","<img src=""img/plus.png""></img><br><br><br><img src=""img/square.png""></img>","70","real"
"1596","","same-different","15","23","210292","0-0","f7b98c24-4633-472c-80d1-3bf49ca641af","","78","2033","different","true","The star is below the plus.","<img src=""img/star.png""></img><br><br><br><img src=""img/plus.png""></img>","70","real"
